path_repo,link to repo,func_name,path_buggy,buggy_id,level,Label Arghavan,Final
PanGu-Coder/self_contained/_replace_url_args,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/_replace_url_args,_replace_url_args,PanGu-Coder/self_contained/_replace_url_args/buggy,buggy_4.py,self_contained,wrong attribute/Hallunication,Missing corner case / Silly Mistake
CodeGen/slib_runnable/prepare_repository_from_archive,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/prepare_repository_from_archive,prepare_repository_from_archive,CodeGen/slib_runnable/prepare_repository_from_archive/buggy,buggy_5.py,slib_runnable,Failure To Generate,incomplete generation
Codex/slib_runnable/run_command,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/run_command,run_command,Codex/slib_runnable/run_command/buggy,buggy_1.py,slib_runnable,Misinterpretation/Missing Corner Case ,Missing Corner Case/ non-prompted considartion
PanGu-Coder/slib_runnable/regex_dict,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/regex_dict,regex_dict,PanGu-Coder/slib_runnable/regex_dict/buggy,buggy_0.py,slib_runnable,Misinterpretation,Misinterpretation
Codex/slib_runnable/split,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/split,split,Codex/slib_runnable/split/buggy,buggy_9.py,slib_runnable,,Misinterpretation
Codex/self_contained/_getTargetClass,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/_getTargetClass,_getTargetClass,Codex/self_contained/_getTargetClass/buggy,buggy_8.py,self_contained,,REJECTED
PanGu-Coder/slib_runnable/files_list_from_zipfile,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/files_list_from_zipfile,files_list_from_zipfile,PanGu-Coder/slib_runnable/files_list_from_zipfile/buggy,buggy_1.py,slib_runnable,Prompt-biased code,Prompt biased
CodeGen/slib_runnable/os_is_mac,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/os_is_mac,os_is_mac,CodeGen/slib_runnable/os_is_mac/buggy,buggy_2.py,slib_runnable,,Wrong input type
PanGu-Coder/plib_runnable/_get_seq_with_type,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/_get_seq_with_type,_get_seq_with_type,PanGu-Coder/plib_runnable/_get_seq_with_type/buggy,buggy_2.py,plib_runnable,,REJECTED
Codex/self_contained/was_processed,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/was_processed,was_processed,Codex/self_contained/was_processed/buggy,buggy_3.py,self_contained,Overinterpretation or non-prompted considartion/Missing Corner Case,Missing Corner case / Non prompted consideration
Codex/slib_runnable/get_pattern,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/get_pattern,get_pattern,Codex/slib_runnable/get_pattern/buggy,buggy_8.py,slib_runnable,Misinterpretation/Overinterpretation or non-prompted considartion,Missing Corner case / Non prompted consideration
Codex/plib_runnable/_extract_number_and_supplment_from_issue_element,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/_extract_number_and_supplment_from_issue_element,_extract_number_and_supplment_from_issue_element,Codex/plib_runnable/_extract_number_and_supplment_from_issue_element/buggy,buggy_6.py,plib_runnable,Misinterpretation/wrong attribute,Wrong attribute / misinterpretation
Codex/plib_runnable/find_path_type,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/find_path_type,find_path_type,Codex/plib_runnable/find_path_type/buggy,buggy_1.py,plib_runnable,,REJECTED
Codex/plib_runnable/force_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/force_string,force_string,Codex/plib_runnable/force_string/buggy,buggy_8.py,plib_runnable,Misinterpretation,missing corner case 
Codex/slib_runnable/run_command,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/run_command,run_command,Codex/slib_runnable/run_command/buggy,buggy_0.py,slib_runnable,Missing Corner Case/ non-prompted considartion,Missing Corner Case/ non-prompted considartion
CodeGen/slib_runnable/files_list,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/files_list,files_list,CodeGen/slib_runnable/files_list/buggy,buggy_7.py,slib_runnable,non-prompted considartion,non-prompted considartion
CodeGen/slib_runnable/get_repo_archive,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/get_repo_archive,get_repo_archive,CodeGen/slib_runnable/get_repo_archive/buggy,buggy_6.py,slib_runnable,Synthax Error/non prompted consideration,Synthax error / non prompted consideration / Hallucinaton
CodeGen/self_contained/int_to_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/int_to_string,int_to_string,CodeGen/self_contained/int_to_string/buggy,buggy_7.py,self_contained,Synthax Error/Misinterpretation/non prompted consideration,Synthax Error/Misinterpretation/non prompted consideration
PanGu-Coder/slib_runnable/is_gitbash,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/is_gitbash,is_gitbash,PanGu-Coder/slib_runnable/is_gitbash/buggy,buggy_3.py,slib_runnable,Misinterpretation,Misinterpretation
PanGu-Coder/self_contained/default_tzinfo,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/default_tzinfo,default_tzinfo,PanGu-Coder/self_contained/default_tzinfo/buggy,buggy_9.py,self_contained,,REJECTED
PanGu-Coder/self_contained/parser_flags,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/parser_flags,parser_flags,PanGu-Coder/self_contained/parser_flags/buggy,buggy_5.py,self_contained,Misinterpretation,Misinterpretation
PanGu-Coder/plib_runnable/find_roots,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/find_roots,find_roots,PanGu-Coder/plib_runnable/find_roots/buggy,buggy_7.py,plib_runnable,,REJECTED
CodeGen/self_contained/minimalBases,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/minimalBases,minimalBases,CodeGen/self_contained/minimalBases/buggy,buggy_2.py,self_contained,Misinterpretation/ Wrong attribute,Wrong attribute/input type
Codex/plib_runnable/make_array,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/make_array,make_array,Codex/plib_runnable/make_array/buggy,buggy_2.py,plib_runnable,Prompt-biased code/non-prompted considartion,non-prompted considartion / silly mistake
CodeGen/slib_runnable/oneline,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/oneline,oneline,CodeGen/slib_runnable/oneline/buggy,buggy_1.py,slib_runnable,non-prompted considartion/ Misinterpretation,non-prompted considartion/ Misinterpretation
CodeGen/slib_runnable/split,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/split,split,CodeGen/slib_runnable/split/buggy,buggy_8.py,slib_runnable,Failure To Generate/Silly Mistake,Silly mistake / Incomplete generation
PanGu-Coder/plib_runnable/force_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/force_string,force_string,PanGu-Coder/plib_runnable/force_string/buggy,buggy_7.py,plib_runnable,Wrong Input Type/Misinterpretation,Wrong Input Type/Misinterpretation
Codex/slib_runnable/parse_frequency,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/parse_frequency,parse_frequency,Codex/slib_runnable/parse_frequency/buggy,buggy_2.py,slib_runnable,non-prompted considartion/ Misinterpretation,Minsinterpretation
CodeGen/slib_runnable/parse_frequency,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/parse_frequency,parse_frequency,CodeGen/slib_runnable/parse_frequency/buggy,buggy_8.py,slib_runnable,Wrong Input Type/Misinterpretation,Wrong Input Tye/Incomplete Generation
PanGu-Coder/self_contained/_fromutc,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/_fromutc,_fromutc,PanGu-Coder/self_contained/_fromutc/buggy,buggy_5.py,self_contained,,REJECTED
CodeGen/slib_runnable/write_configuration,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/write_configuration,write_configuration,CodeGen/slib_runnable/write_configuration/buggy,buggy_1.py,slib_runnable,Misinterpretation,Incomplete generation/Misinterpretation
Codex/self_contained/subclasses,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/subclasses,subclasses,Codex/self_contained/subclasses/buggy,buggy_7.py,self_contained,non-prompted considartion/ Missing Corner Case,Missing Corner Cases
CodeGen/plib_runnable/list_of_file_names,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/list_of_file_names,list_of_file_names,CodeGen/plib_runnable/list_of_file_names/buggy,buggy_3.py,plib_runnable,,REJECTED
PanGu-Coder/plib_runnable/retrieve_diaspora_host_meta,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/retrieve_diaspora_host_meta,retrieve_diaspora_host_meta,PanGu-Coder/plib_runnable/retrieve_diaspora_host_meta/buggy,buggy_7.py,plib_runnable,,REJECTED
CodeGen/plib_runnable/_dump_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/_dump_string,_dump_string,CodeGen/plib_runnable/_dump_string/buggy,buggy_8.py,plib_runnable,Silly Mistake/non-prompted considartion/Misinterpretation,Silly Mistake / Hallucination / Misinterpretation
Codex/self_contained/parser_flags#completion,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/parser_flags#completion,parser_flags,Codex/self_contained/parser_flags#completion/buggy,buggy_4.py,self_contained,non-prompted considartion/Misinterpretation,non-prompted considartion
PanGu-Coder/self_contained/size_to_bytes,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/size_to_bytes,size_to_bytes,PanGu-Coder/self_contained/size_to_bytes/buggy,buggy_8.py,self_contained,Wrong Input Type/Wrong Attribute/Misinterpretation,Wrong Input Type/Wrong Attribute/Missing Corner Case
CodeGen/self_contained/match_pubdate,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/match_pubdate,match_pubdate,CodeGen/self_contained/match_pubdate/buggy,buggy_5.py,self_contained,Hallunication,Hallucination
CodeGen/plib_runnable/hydrate_time,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/hydrate_time,hydrate_time,CodeGen/plib_runnable/hydrate_time/buggy,buggy_9.py,plib_runnable,Hallunication/Misinterpretation,REJECTED
CodeGen/slib_runnable/make_find_paths,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/make_find_paths,make_find_paths,CodeGen/slib_runnable/make_find_paths/buggy,buggy_7.py,slib_runnable,non-prompted considartion/Misinterpretation,Misinterpretation
Codex/slib_runnable/strip_root,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/strip_root,strip_root,Codex/slib_runnable/strip_root/buggy,buggy_4.py,slib_runnable,Missing Corner Case,Missing corner case
CodeGen/slib_runnable/_parse_image_ref,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/_parse_image_ref,_parse_image_ref,CodeGen/slib_runnable/_parse_image_ref/buggy,buggy_1.py,slib_runnable,Synthax Error/ Missing Corner Cases/ Silly Mistakes,Synthax error / Silly Mistakes / Misinterpretation
PanGu-Coder/plib_runnable/force_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/force_string,force_string,PanGu-Coder/plib_runnable/force_string/buggy,buggy_2.py,plib_runnable,Missing Corner Case,Missing Corner Case
Codex/plib_runnable/identify_request,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/identify_request,identify_request,Codex/plib_runnable/identify_request/buggy,buggy_4.py,plib_runnable,,REJECTED
CodeGen/slib_runnable/os_is_mac,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/os_is_mac,os_is_mac,CodeGen/slib_runnable/os_is_mac/buggy,buggy_6.py,slib_runnable,non-prompted considartion,non-prompted considartion
PanGu-Coder/self_contained/_dictsum,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/_dictsum,_dictsum,PanGu-Coder/self_contained/_dictsum/buggy,buggy_8.py,self_contained,Wrong Attribute,Wrong attribute
CodeGen/self_contained/register_vcs_handler,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/register_vcs_handler,register_vcs_handler,CodeGen/self_contained/register_vcs_handler/buggy,buggy_9.py,self_contained,,REJECTED
PanGu-Coder/slib_runnable/_c_optimizations_ignored,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/_c_optimizations_ignored,_c_optimizations_ignored,PanGu-Coder/slib_runnable/_c_optimizations_ignored/buggy,buggy_9.py,slib_runnable,Failure To Generate,Incomplete generation
Codex/plib_runnable/xml_children_as_dict,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/xml_children_as_dict,xml_children_as_dict,Codex/plib_runnable/xml_children_as_dict/buggy,buggy_8.py,plib_runnable,Wrong Attribute/Misinterpretation,Wrong attribute
PanGu-Coder/slib_runnable/run_command,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/run_command,run_command,PanGu-Coder/slib_runnable/run_command/buggy,buggy_2.py,slib_runnable,Misinterpretation,Misinterpretation
Codex/plib_runnable/process_text_links,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/process_text_links,process_text_links,Codex/plib_runnable/process_text_links/buggy,buggy_2.py,plib_runnable,Hallunication,Hallucination
PanGu-Coder/slib_runnable/_c_optimizations_ignored,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/_c_optimizations_ignored,_c_optimizations_ignored,PanGu-Coder/slib_runnable/_c_optimizations_ignored/buggy,buggy_0.py,slib_runnable,Failure To Generate,Incomplete generation
CodeGen/self_contained/default_tzinfo,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/default_tzinfo,default_tzinfo,CodeGen/self_contained/default_tzinfo/buggy,buggy_8.py,self_contained,,
Codex/self_contained/unit_of_work,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/unit_of_work,unit_of_work,Codex/self_contained/unit_of_work/buggy,buggy_3.py,self_contained,Prompt-biased code,Prompt biased / Wrong attribute
CodeGen/self_contained/unit_of_work,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/unit_of_work,unit_of_work,CodeGen/self_contained/unit_of_work/buggy,buggy_3.py,self_contained,Prompt-biased code,Prompt biased / Wrong attribute
Codex/slib_runnable/get_repo_archive,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/get_repo_archive,get_repo_archive,Codex/slib_runnable/get_repo_archive/buggy,buggy_0.py,slib_runnable,Prompt-biased code/ Wrong Input Type,Silly Mistake / Prompt biased
Codex/slib_runnable/regex_dict,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/regex_dict,regex_dict,Codex/slib_runnable/regex_dict/buggy,buggy_5.py,slib_runnable,NPC/ Missing corner case,Missing corner case / Silly Mistake
CodeGen/plib_runnable/load_configurations,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/load_configurations,load_configurations,CodeGen/plib_runnable/load_configurations/buggy,buggy_5.py,plib_runnable,,REJECTED
Codex/plib_runnable/identify_request,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/plib_runnable/identify_request,identify_request,Codex/plib_runnable/identify_request/buggy,buggy_5.py,plib_runnable,,REJECTED
Codex/self_contained/match_pubdate,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/match_pubdate,match_pubdate,Codex/self_contained/match_pubdate/buggy,buggy_1.py,self_contained,Wrong Attribute/Wrong Input Type,Wrong attribute / Prompt biased
CodeGen/slib_runnable/prepare_repository_from_archive,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/prepare_repository_from_archive,prepare_repository_from_archive,CodeGen/slib_runnable/prepare_repository_from_archive/buggy,buggy_0.py,slib_runnable,Syntax Error/ NPC/Wrong Input Type,Synthax error / NPC / Misinterpretation
PanGu-Coder/self_contained/parser_flags#,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/parser_flags#,parser_flags,PanGu-Coder/self_contained/parser_flags#/buggy,buggy_2.py,self_contained,NPC/Misinterpretation,Misinterpretation / NPC
PanGu-Coder/slib_runnable/is_local,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/is_local,is_local,PanGu-Coder/slib_runnable/is_local/buggy,buggy_0.py,slib_runnable,Missing Corner case,Missing corner case
Codex/slib_runnable/get_pattern,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/get_pattern,get_pattern,Codex/slib_runnable/get_pattern/buggy,buggy_4.py,slib_runnable,Silly Mistake/NPC,Silly mistake / misinterpretation
Codex/self_contained/get,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/get,get,Codex/self_contained/get/buggy,buggy_1.py,self_contained,Incomplete Generation,Incomplete generation
PanGu-Coder/self_contained/parser_flags,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/parser_flags,parser_flags,PanGu-Coder/self_contained/parser_flags/buggy,buggy_7.py,self_contained,Wrong Attribute,Wrong Attribute
PanGu-Coder/plib_runnable/tzname_in_python2,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/tzname_in_python2,tzname_in_python2,PanGu-Coder/plib_runnable/tzname_in_python2/buggy,buggy_4.py,plib_runnable,Misinterpretation,Wrong input / Misinterpretation
CodeGen/slib_runnable/files_list_from_zipfile,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/files_list_from_zipfile,files_list_from_zipfile,CodeGen/slib_runnable/files_list_from_zipfile/buggy,buggy_3.py,slib_runnable,NPC,REJECTED
CodeGen/slib_runnable/match,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/match,match,CodeGen/slib_runnable/match/buggy,buggy_5.py,slib_runnable,,REJECTED
CodeGen/self_contained/_getTargetClass,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/_getTargetClass,_getTargetClass,CodeGen/self_contained/_getTargetClass/buggy,buggy_2.py,self_contained,,REJECTED
PanGu-Coder/slib_runnable/write_configuration,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/write_configuration,write_configuration,PanGu-Coder/slib_runnable/write_configuration/buggy,buggy_0.py,slib_runnable,Silly Mistake/Misinterpretation,Wrong input / Misinterpretation / Silly Mistake
Codex/slib_runnable/files_list_from_zipfile,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/files_list_from_zipfile,files_list_from_zipfile,Codex/slib_runnable/files_list_from_zipfile/buggy,buggy_3.py,slib_runnable,Missing Corner case,REJECTED
PanGu-Coder/self_contained/is_fill_request_el,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/is_fill_request_el,is_fill_request_el,PanGu-Coder/self_contained/is_fill_request_el/buggy,buggy_6.py,self_contained,Misinterpretation,Misinterpretation
CodeGen/slib_runnable/parse_frequency,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/parse_frequency,parse_frequency,CodeGen/slib_runnable/parse_frequency/buggy,buggy_3.py,slib_runnable,Wrong Input Type/Misinterpretation,Wrong Input Type/Misinterpretation
CodeGen/self_contained/_getTargetClass,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/_getTargetClass,_getTargetClass,CodeGen/self_contained/_getTargetClass/buggy,buggy_4.py,self_contained,,REJECTED
PanGu-Coder/plib_runnable/xml_children_as_dict,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/xml_children_as_dict,xml_children_as_dict,PanGu-Coder/plib_runnable/xml_children_as_dict/buggy,buggy_6.py,plib_runnable,Missing Corner case (version conflict),MIssing Corner Case
PanGu-Coder/slib_runnable/os_is_mac,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/os_is_mac,os_is_mac,PanGu-Coder/slib_runnable/os_is_mac/buggy,buggy_9.py,slib_runnable,Missing Corner case,Missing Corner case
PanGu-Coder/plib_runnable/hydrate_time,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/hydrate_time,hydrate_time,PanGu-Coder/plib_runnable/hydrate_time/buggy,buggy_6.py,plib_runnable,,REJECTED
CodeGen/slib_runnable/unquote,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/unquote,unquote,CodeGen/slib_runnable/unquote/buggy,buggy_9.py,slib_runnable,Hallunication,#REF!
PanGu-Coder/slib_runnable/match_file_by_prefix,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/slib_runnable/match_file_by_prefix,match_file_by_prefix,PanGu-Coder/slib_runnable/match_file_by_prefix/buggy,buggy_7.py,slib_runnable,Hallunication,#REF!
CodeGen/self_contained/subclasses,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/subclasses,subclasses,CodeGen/self_contained/subclasses/buggy,buggy_1.py,self_contained,Misinterpretation,#REF!
PanGu-Coder/plib_runnable/retrieve_diaspora_host_meta,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/retrieve_diaspora_host_meta,retrieve_diaspora_host_meta,PanGu-Coder/plib_runnable/retrieve_diaspora_host_meta/buggy,buggy_5.py,plib_runnable,,REJECTED
CodeGen/slib_runnable/fix_namespace_prefix_w,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/fix_namespace_prefix_w,fix_namespace_prefix_w,CodeGen/slib_runnable/fix_namespace_prefix_w/buggy,buggy_2.py,slib_runnable,Prompt-biased code/Misinterpretation,#REF!
Codex/slib_runnable/is_local,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/is_local,is_local,Codex/slib_runnable/is_local/buggy,buggy_1.py,slib_runnable,Hallunication\Missing Corner case,#REF!
CodeGen/self_contained/size_to_bytes,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/size_to_bytes,size_to_bytes,CodeGen/self_contained/size_to_bytes/buggy,buggy_4.py,self_contained,Wrong Input Type/Prompt biased code,#REF!
PanGu-Coder/self_contained/_replace_register,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/_replace_register,_replace_register,PanGu-Coder/self_contained/_replace_register/buggy,buggy_5.py,self_contained,Wrong Attribute\Misinterpretation,#REF!
PanGu-Coder/self_contained/_fromutc,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/_fromutc,_fromutc,PanGu-Coder/self_contained/_fromutc/buggy,buggy_0.py,self_contained,,REJECTED
Codex/self_contained/_dictsum,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/_dictsum,_dictsum,Codex/self_contained/_dictsum/buggy,buggy_8.py,self_contained,Input Type Error,#REF!
Codex/slib_runnable/make_find_paths,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/slib_runnable/make_find_paths,make_find_paths,Codex/slib_runnable/make_find_paths/buggy,buggy_5.py,slib_runnable,Hallunication,#REF!
PanGu-Coder/plib_runnable/parse_version,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/parse_version,parse_version,PanGu-Coder/plib_runnable/parse_version/buggy,buggy_9.py,plib_runnable,Misinterpretation,#REF!
PanGu-Coder/plib_runnable/find_path_type,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/find_path_type,find_path_type,PanGu-Coder/plib_runnable/find_path_type/buggy,buggy_3.py,plib_runnable,Misinterpretation/Silly Mistake,REJECTED
PanGu-Coder/self_contained/_inline_r_setup,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/self_contained/_inline_r_setup,_inline_r_setup,PanGu-Coder/self_contained/_inline_r_setup/buggy,buggy_8.py,self_contained,Hallunication,#REF!
PanGu-Coder/plib_runnable/run_command,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/PanGu-Coder/plib_runnable/run_command,run_command,PanGu-Coder/plib_runnable/run_command/buggy,buggy_8.py,plib_runnable,Hallunication,#REF!
Codex/self_contained/_fromutc,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/_fromutc,_fromutc,Codex/self_contained/_fromutc/buggy,buggy_4.py,self_contained,,REJECTED
Codex/self_contained/is_none_string,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/Codex/self_contained/is_none_string,is_none_string,Codex/self_contained/is_none_string/buggy,buggy_9.py,self_contained,Missing Corner case,#REF!
CodeGen/self_contained/_inline_r_setup,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/_inline_r_setup,_inline_r_setup,CodeGen/self_contained/_inline_r_setup/buggy,buggy_8.py,self_contained,Synthax Error/Failure To Generate,#REF!
CodeGen/slib_runnable/is_gitbash,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/slib_runnable/is_gitbash,is_gitbash,CodeGen/slib_runnable/is_gitbash/buggy,buggy_6.py,slib_runnable,Silly Mistake/Misinterpretation,#REF!
CodeGen/plib_runnable/identify_request,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/plib_runnable/identify_request,identify_request,CodeGen/plib_runnable/identify_request/buggy,buggy_9.py,plib_runnable,Synthax Error,REJECTED
CodeGen/self_contained/get_logical_path_map,https://github.com/arghavanMor/bugs_in_LLMs/tree/master/CoderEval/CodeGen/self_contained/get_logical_path_map,get_logical_path_map,CodeGen/self_contained/get_logical_path_map/buggy,buggy_7.py,self_contained,Hallunication/ Wrong Attribute/ Incomplete Generation,#REF!
